num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4799	65613.417016	23.197417	1.095829	3.602705	9.803108
4801	65615.483526	22.957157	1.086765	3.604367	10.046034
4803	65617.555945	22.558296	1.067981	3.604527	9.069697
4805	65619.621443	22.160115	1.055302	3.605829	8.825277
4809	65623.765089	21.402265	1.059703	3.607309	8.334783
4811	65625.837313	21.011855	1.082922	3.607192	8.279790
4813	65627.909805	20.829663	1.086805	3.605667	8.137771
4815	65629.980149	20.682060	1.070839	3.603179	7.871164
4817	65632.048681	20.268744	1.095502	3.603669	7.239951
4819	65634.114486	20.066694	1.086544	3.605298	7.494448
4821	65636.179996	19.547432	1.069088	3.606893	6.968395
4823	65638.246926	19.442557	1.064222	3.610721	7.072239
4825	65640.309377	19.338937	1.008041	3.608268	6.893430
4827	65642.376250	19.040796	0.984619	3.610523	6.621390
4829	65644.439082	18.757328	0.971446	3.611626	5.784385
4831	65646.503928	18.525706	0.939598	3.611233	6.399255
4833	65648.570246	18.286655	0.913005	3.610430	6.262221
4835	65650.631062	18.147970	0.879534	3.607327	5.460578
4837	65652.703001	17.809324	0.877520	3.610573	5.440249
4839	65654.765301	17.598382	0.851620	3.608444	5.607175
4841	65656.835038	17.058144	0.862492	3.613579	5.704692
4843	65658.902523	16.904538	0.848588	3.611272	5.478668
4845	65660.974035	16.630209	0.843794	3.615388	5.288054
4847	65663.043916	16.641570	0.783943	3.611470	4.215243
4849	65665.113036	16.130296	0.844790	3.619740	4.113470
4851	65667.183070	15.858810	0.851078	3.621868	4.945139
4853	65669.253779	15.563789	0.836785	3.623294	4.162216
4855	65671.320777	15.470079	0.825848	3.619286	3.985194
4857	65673.388274	15.180544	0.811532	3.619510	4.095893
4859	65675.456554	15.014138	0.805573	3.619991	3.710370
4861	65677.515590	15.245745	0.737932	3.616070	4.140569
4863	65679.580083	14.884215	0.733780	3.612616	3.416189
4865	65681.642080	14.483727	0.748986	3.613227	3.827814
4867	65683.702148	14.228328	0.720900	3.608781	3.666325
4871	65687.826418	13.970425	0.677361	3.604164	3.111982
4873	65689.887037	13.778845	0.660868	3.602605	3.085256
4875	65691.956924	13.501891	0.655481	3.606872	2.876904
4877	65694.020161	13.410354	0.643766	3.609210	3.181356
4879	65696.083246	13.242861	0.595533	3.600312	3.222688
4881	65698.156630	12.896057	0.603453	3.608669	3.106146
4883	65700.220991	12.696970	0.611806	3.609530	3.075842
4885	65702.284105	12.570509	0.597252	3.605077	2.440887
4887	65704.354363	12.436190	0.574806	3.607644	2.927792
4889	65706.427117	12.210204	0.602372	3.611282	2.782305
4891	65708.494884	11.857031	0.586911	3.607599	2.628605
4893	65710.569996	11.614291	0.612611	3.607845	2.439235
4895	65712.646069	0.080091	0.174052	-0.349722	2.724773
4897	65717.586144	0.284855	-0.000057	1.215600	1.931003
