num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4385	65160.541999	45.776641	4.327294	0.673512	37.606234
4387	65162.608069	45.177556	4.290410	0.675219	36.908872
4389	65164.674431	44.501978	4.280915	0.674391	36.336858
4391	65166.740199	43.837132	4.232752	0.675069	35.344094
4393	65168.805991	43.374766	4.217034	0.675893	34.071435
4395	65170.871522	42.719038	4.181209	0.673654	33.110488
4397	65172.936039	42.336980	4.153508	0.675356	32.931370
4399	65175.000938	41.723622	4.121320	0.676501	31.049887
4401	65177.065499	41.292450	4.092266	0.676884	31.089622
4403	65179.129822	40.628589	4.045490	0.676916	29.926037
4405	65181.193593	40.073406	4.018424	0.677326	29.104632
4407	65183.257170	39.502681	3.984983	0.677013	28.343787
4409	65185.320889	39.027625	3.941634	0.677709	26.959981
4411	65187.384809	38.552384	3.916513	0.677595	26.674391
4413	65189.449529	37.938287	3.868669	0.678868	26.365516
4415	65191.514758	37.386635	3.843378	0.680431	25.276201
4417	65193.581190	36.947626	3.785416	0.679592	24.628798
4419	65195.647207	36.744138	3.750527	0.679560	23.963746
4421	65197.713667	36.103508	3.703748	0.679012	23.904360
4423	65199.779706	35.661114	3.669222	0.680364	23.468073
4425	65201.846987	35.082982	3.626295	0.679502	22.290727
4427	65203.911654	34.623470	3.555751	0.676657	22.050652
4429	65205.977170	34.068143	3.534869	0.678306	21.947328
4431	65208.042773	33.683885	3.500562	0.676499	21.021734
4433	65210.110131	33.084052	3.453675	0.677437	19.229615
4435	65212.174449	32.879749	3.404174	0.676201	19.700693
4437	65214.239563	32.396925	3.357195	0.675451	19.286291
4439	65216.303123	31.799041	3.309908	0.671017	18.117586
4441	65218.368785	31.469477	3.263446	0.672353	17.560859
4443	65220.433141	31.066510	3.222628	0.668231	17.745978
4445	65222.499210	30.436183	3.187705	0.669014	16.657246
4447	65224.564105	30.128779	3.136833	0.667241	16.483823
4449	65226.629807	29.720163	3.093169	0.667072	15.728050
4451	65228.696259	29.148217	3.055179	0.665841	15.776755
4453	65230.764119	28.782535	3.019963	0.669685	15.255194
4455	65232.831483	28.259926	2.986077	0.672528	15.243617
4457	65234.898851	28.006018	2.943200	0.672403	14.463641
4459	65236.968283	27.456807	2.916740	0.674503	14.759383
4461	65239.035036	27.261847	2.858027	0.677454	13.535160
4463	65241.103768	26.844219	2.850181	0.675140	13.742573
4465	65243.171035	26.506085	2.796765	0.675015	12.984645
4467	65245.238526	26.184020	2.742806	0.678675	13.367683
4469	65247.305144	25.851670	2.710919	0.674977	12.487665
4471	65249.369914	25.505915	2.664833	0.672162	12.352610
4473	65251.437845	25.221598	2.623407	0.674409	12.168044
4475	65253.501972	24.913554	2.582455	0.673101	11.711771
4477	65255.568572	24.512734	2.559683	0.674420	10.971472
4479	65257.632169	24.167570	2.513804	0.670664	11.119008
4481	65259.695144	23.741775	2.483145	0.672903	10.011543
4483	65261.758592	23.461532	2.451486	0.669188	9.701889
4485	65263.823602	23.206390	2.398070	0.671858	9.912055
4487	65265.885977	22.698869	2.364127	0.670034	10.787102
4489	65267.950088	22.454244	2.337763	0.665969	8.665752
4491	65270.011305	22.131518	2.287414	0.664769	9.435557
4493	65272.074434	21.754997	2.251861	0.663913	8.888649
4495	65274.135916	21.499078	2.213912	0.659028	8.024318
4497	65276.197857	21.172144	2.179971	0.658271	7.927013
4499	65278.262455	20.769262	2.143985	0.656845	8.163071
4501	65280.324302	20.594848	2.123280	0.648437	8.052473
4505	65284.455111	19.845148	2.056221	0.648571	7.272322
4507	65286.519023	19.760976	2.011697	0.651914	6.963146
4509	65288.584537	19.534130	1.966625	0.648210	6.734082
4511	65290.650086	19.074695	1.949510	0.651761	6.464699
4513	65292.714886	18.864104	1.924741	0.647805	5.936528
4515	65294.782634	18.533803	1.895399	0.648728	5.845064
4517	65296.844995	18.071097	1.864491	0.645107	5.975206
4519	65298.911333	17.994138	1.813301	0.651069	5.876241
4521	65300.976940	17.954008	1.769384	0.649056	5.716193
4525	65305.102998	17.291428	1.711761	0.641727	5.754714
4527	65307.165412	16.996253	1.709806	0.633076	5.225518
4529	65309.232922	16.691544	1.647616	0.637389	4.852465
4531	65311.296890	16.547224	1.604641	0.641172	5.182304
4533	65313.359028	16.081255	1.601082	0.631507	4.617218
4535	65315.422509	15.772025	1.595073	0.627361	4.931465
4537	65317.493760	15.541719	1.598964	0.625918	4.760707
4539	65319.561031	15.476212	1.528881	0.636843	4.678820
4541	65321.626871	15.254140	1.503445	0.636318	4.513830
4545	65325.762931	14.969583	1.440746	0.642569	4.085473
4547	65327.831944	14.660104	1.416521	0.645848	4.292055
4549	65329.901596	14.494428	1.410766	0.645425	4.013713
4551	65331.970061	14.132915	1.440709	0.642349	3.509693
4553	65334.040111	14.160613	1.360081	0.653768	3.864650
4555	65336.101793	14.036873	1.350481	0.649005	4.186334
4557	65338.163463	13.618683	1.355065	0.642557	3.383250
4559	65340.229797	13.648911	1.311804	0.640990	3.611863
4561	65342.293560	13.432138	1.263319	0.645141	3.501872
4565	65346.424018	12.964933	1.239291	0.644811	3.149244
4567	65348.483005	12.878893	1.216806	0.635904	2.837263
4569	65350.535637	12.378474	1.249512	0.629008	3.164583
4571	65352.604707	12.215293	1.164188	0.634010	2.806335
4573	65354.667394	12.154607	1.153123	0.638037	2.978096
4575	65356.726984	11.912349	1.143455	0.630732	2.515556
4577	65358.784506	11.659702	1.134592	0.627522	2.753017
4579	65362.082433	0.412352	3.174306	2.124978	2.850598
4581	65367.022771	0.033267	0.199931	2.458576	2.139173
4583	65371.148194	0.142811	0.210879	2.129030	1.917398
4585	65375.260446	0.157730	-0.023504	1.294875	1.895954
4587	65379.393027	0.096934	0.421136	2.421659	1.555872
4589	65383.528482	0.009878	0.120706	2.923951	1.268682
4591	65387.647885	0.018106	-0.328354	-0.878370	1.656463
4593	65391.784456	0.000000	0.532493	2.414676	1.440217
4595	65395.910974	0.036715	-0.045377	5.524455	1.290429
